idx,id,text
106,,"He then agreed to edit a series for the publisher, known as"" New Aspects of Antiquity"", through which they released a variety of archaeological works."
107,,"That year, the monument was described in a copy of Gentleman's Magazine by Yorkshire antiquary Charles Moore Jessop, who believed it to be a"" Celtic"" stone circle."
108,,Antimony is a chemical element with symbol Sb (from Latin: stibium) and atomic number 51.
109,,"A subtitle attached to the project during development was"" The Road to Kubinka"", which referenced the Kubinka Tank Museum in Moscow."
110,,"He has been a major spokesman for such brands as Nike, Coca-Cola, Chevrolet, Gatorade, McDonald's, Ball Park Franks, Rayovac, Wheaties, Hanes, and MCI."
111,,"In January 1990, two police cruisers were severely damaged during a chase on Route 4."
112,,"The home kit comprised red shirts with white sleeves, light blue shorts and white socks."
113,,"It was the third best-selling album of 2006 in Canada, and the highest selling by a female solo artist, with 291,700 copies sold."
114,,"At this point, Scheer, who had been warned of the sortie of the Grand Fleet from its base in Scapa Flow, also withdrew to safer German waters."
115,,"James later opined that Nicole was"" the one"" for Geoff, but did not believe that Geoff was"" the one"" for Nicole."
116,,Syncretic combinations were not permanent; a god who was involved in one combination continued to appear separately and to form new combinations with other deities.
117,,"His father, Thomas Barnston Ross, was the head of a Hudson's Bay Company trading post in the area."
118,,"Thakur tells them to surrender Gabbar to him, alive, for an additional ₹ 20,000 reward."
119,,"To learn Battle Potentials, each character has a unique"" Masters Table"", a grid-based skill table that can be used to acquire and link different skills."
120,,"In 1911, Raphael Tuck & Sons bought four of Barker's"" little drawings"" for half a sovereign, and published them as postcards."
121,,"On the 17th, Markgraf left Tagga Bay to rejoin her squadron in the Gulf of Riga, but early on the following morning she ran aground at the entrance to Kalkgrund."
122,,The miniaturized version of the reactor was designed and built by the Bhabha Atomic Research Centre (BARC) at the Indira Gandhi Centre for Atomic Research (IGCAR) in Kalpakkam.
123,,"There were 27 fatal accidents involving GA aircraft in 2007, resulting in the loss of 48 lives."
124,,"A 1 – 0 win away win over Oxford, which was decided by a second half Coulson penalty, resulted in York moving one place above their opponents and back into seventh-place."
125,,Bannawit denied that his own transfer was the result of his criticism of Saprang's transfer.
126,,Most sectors of GA for which data are available have experienced growth in aircraft numbers and hours flown over the last two decades.
127,,"Ethanol extracts of the fruit body are high in antioxidant activity, and have been shown in laboratory tests to have anti-inflammatory activity comparable to the drug diclofenac."
128,,"On the week ending December 28, 2014, it debuted on the Billboard Adult Contemporary chart at number 11 on the week ending December 13, 2014."
129,,He also had a career high six blown saves and surrendered his first career walk-off home run to Victor Martinez on September 16.
130,,Above their niches are figures of angels blowing trumpets; at the top of the altar is a statue of St.
131,,"David McGurk, Lanre Oyebanjo, Danny Parslow, Tom Platt and Chris Smith signed new contracts with the club."
132,,Below is a listing of all player statistics for the Blue Jackets during the season.
133,,"The episodes were filmed on Box Beach located at Shoal Bay, New South Wales as part of a two-day location shoot."
134,,"A depiction of a deity was considered a ka, another component of its being, which acted as a vessel for that deity's ba to inhabit."
135,,But the 1994 – 95 Bulls were a shell of the championship team of just two years earlier.
136,,The 1998 Finals holds the highest television rating of any Finals series in history.
137,,"Extensive flooding of roads and highways was reported, many of which were closed as a result."
138,,"On trials, they developed 18,000 ihp (13,423 kW), which propelled the ship at a speed of 20.5 knots (38.0 km / h; 23.6 mph)."
139,,FITs have not been banned but they must now justify the retention of photographs on a case-by-case basis.
140,,"The team endured their first league defeat of the season in the following game after being beaten 2 – 0 away by Dagenham & Redbridge, the home team scoring in each half."
141,,Townsend also started a crowdfunding campaign through PledgeMusic to support the release of the album.
142,,"On October 21, 2014, Wrapped in Red was reissued by RCA with a special edition CD + DVD release exclusive to Walmart stores in the United States."
143,,"Just after the start of the fourth quarter, the First Union Center crowd began chanting"" We want Mike!""."
144,,"At the conclusion of the 1914 – 15 season, the Senators and Wanderers finished with identical records of fourteen wins and six losses."
145,,"The educational curriculum was censored; subjects such as literature, history and geography were removed."
146,,"An expanded edition of the game, Valkyria Chronicles III Extra Edition, released on November 23, 2011."
147,,"The image, 6 m (20 ft) in height, depicts a three-headed Shiva, representing Panchamukha Shiva."
148,,The steam turbines and associated systems integrated with the reactor were supplied by Walchandnagar Industries.
149,,"Nonetheless, the presence of the Zrínyi and other battleships tied down a substantial force of Allied ships."
150,,"She continued to supervise the household, and to give both her mother and sister the care they needed."
151,,Saprang is the youngest of 9 children of Lieutenant Colonel Sri (Thai: ศรี กัลยาณมิตร) and Phenkaew Kalayanamitr (Thai: เพ ็ ญแก ้ ว กัลยาณมิตร).
152,,"Instead, they stated that it would also be consistent with"" a population that was still relatively small and scattered"", in which most individuals were interrelated."
153,,"Under CAA and EASA rules, all aircraft are required to meet certain standards of airworthiness to fly safely and legally."
154,,"The term denotes an entire generation of Poles, born soon after Poland regained independence in 1918, whose adolescence was marked by World War II."
155,,The shell exploded upon impacting the armor protecting the No. 6 15 cm gun casemate.
156,,"Leonard's parish, named after Saint Leonard of Port Maurice, was organized in 1879."
157,,"Due to this, early texts are scarce and only offer a glimpse of the early history of the site."
158,,"Barker was a devout Christian, and produced religious-themed works throughout her life."
159,,"When he tried to run for governor of the state, Madero supported his opponent, Abraham González and eventually pressured Orozco to drop out of the race."
160,,"The second shell penetrated Princess Royal's 6-inch belt armor, ricocheted upward off the coal bunker, and exploded under the 1-inch deck armor."
161,,"It included a drum part lifted from Michael Jackson's"" Billie Jean"", and an arrangement involving what Tennant called"" Barry White chords""."
162,,"He then employed a close friend, Cyril Fox, to take on the vacated position of Keeper of Archaeology."
163,,"Taking his abilities on the road, Ali met an Italian man in Cairo who signed him to a contract for music hall performances."
164,,"She restored a maisonette in Storrington, Sussex, England, bequeathed by her friend Edith Major, and named it St."
165,,"She was hired as a writer for SNL following a meeting with SNL creator Lorne Michaels, and moved to New York from Chicago."
166,,"Sri was the eldest of the 8 children of Phraya Sucharitraksa, ruler (Chao Muang) of the northern border city of Tak."
167,,"She produced a few Christian-themed books such as The Children ’ s Book of Hymns and, in collaboration with her sister Dorothy, He Leadeth Me."
168,,"In 1934, he established the Institute of Archaeology as part of the federal University of London, adopting the position of Honorary Director."
169,,Organoantimony compounds are typically prepared by alkylation of antimony halides with Grignard reagents.
170,,"Within the eastern end of the tumulus was a stone chamber, into which human remains were deposited on at least two separate occasions during the Early Neolithic."
171,,This tension culminated in the Emergency (rule by decree) declared by prime minister Indira Gandhi in 1975.
172,,"Along the coast of southern Maine and New Hampshire, beach erosion was reported."
173,,"A former copper-plate engraver, Longacre had been appointed through the political influence of South Carolina Senator John C."
174,,"Occasionally, a person took a particular god as a patron, dedicating his or her property or labor to the god's cult."
175,,"Congress was finally galvanized into action by the increased supply of bullion caused by the California gold rush, and in 1849 authorized a gold dollar."
176,,"After war broke out in September 1939, the RAAF began to implement a decentralised form of command, commensurate with expected increases in manpower and units."
177,,"The military force at Little Rock under Dunnington's command consisted of four officers: himself, Major John B."
178,,"These have been developed extensively, second only to the classical methylene reagents (R1 = R2 = H)."
179,,"With 36 saves in 38 opportunities, Nathan also became the first pitcher for the organization to earn 35 saves in three straight seasons."
180,,"At her launching ceremony, the ship was christened by Frederick II, Grand Duke of Baden, the head of the royal family of Baden, in honor of which the ship had been named."
181,,"In the regular season, Jordan was the Bulls' primary threat in the final seconds of a close game and in the playoffs, Jordan would always demand the ball at crunch time."
182,,"The walls are made of mosaic gray pressed brick trimmed with Bedford stone, rising from a rock-faced limestone foundation, and are about 40 feet (12 m) high."
183,,"Within ten to twenty years, the Polish territories under German occupation were to be entirely cleared of ethnic Poles and settled by German colonists."
184,,"It is viviparous, with females producing litters of one or two young that are nourished during gestation via histotroph ("" uterine milk"")."
185,,"However, these effects are only observed with female rats and after long-term exposure to high dust concentrations."
186,,The initial American complement consisted of four officers and 174 enlisted men — the latter entirely composed of United States Navy Reserve Force personnel.
187,,The Medway Megaliths represent just one of these regional groups within the wider West European tradition of tomb building in this period.
188,,"Geopyxis carbonaria fruitbodies are often found in the same post-fire stands as morels, although the former is usually more abundant."
189,,"There had been no U-boat strikes since February, and by June the naval authorities indicated that there was no pressing need for air cover except for the most important vessels."
190,,"In December 1963, Wheeler underwent a prostate operation that went wrong, and was hospitalised for over a month."
191,,"The creature takes it upon himself to mediate the dispute, and takes each aside in turn."
192,,Martinek played only seven games with the Blue Jackets before suffering a concussion and missing the remainder of the season.
193,,"The tenth track,"" White Christmas"", was the first song to be recorded for Wrapped in Red."
194,,"Despite the negative reviews, Fernandez received a Best Supporting Actress nomination at the 14th IIFA Awards for her performance."
195,,"It is a rectangular structure facing westward, measuring 16 feet 2 inches (4.9 m) north to south, and 26 feet 4 inches (8.0 m) east to west."
196,,"The opening theme,"" Akari (Light) -Tomoshibi-"" (灯-TOMOSHIBI-), was sung by Japanese singer Faylan."
197,,People are listed by name allowing police to determine which events individuals have attended.
198,,A recurring theme in these myths is the effort of the gods to maintain maat against the forces of disorder.
199,,"In its September issue, Famitsu listed that Senjō no Valkyria 3 would be arriving on the PlayStation Portable."
200,,"Having worn the armband since an injury to McGurk, Penn was appointed captain for the rest of the season, a position that had earlier been held by Smith and Parslow."
201,,"After the storm, alterations to the shoreline around the Chesapeake Bay permitted the full establishment of a town at Willoughby Spit."
202,,Thirty-six acres were appropriated on the outskirts of Little Rock by Major Robert B.
203,,"The monument originally consisted of a sarsen stone chamber, covered by a low earthen mound, which was bounded by prostrate slabs."
204,,The bulk of the High Seas Fleet was to have sortied from their base in Wilhelmshaven to engage the British Grand Fleet.
205,,Lombardo guested with Finnish cellist group Apocalyptica on a live medley of the two tracks at 1998's Headbanger's Heaven festival in the Netherlands.
206,,"Shortly after the match, Smith left the club by mutual consent to pursue first-team football."
207,,"Still owned by the Trust, the site is open to visitors all year round, free of charge."
208,,Markgraf was ordered under the provisional name Ersatz Weissenburg and built at the AG Weser shipyard in Bremen under construction number 186.
209,,The carvings are substantially damaged; only one of Shiva's four hands is fully seen and the right leg is missing.
210,,Antimony compounds are used as catalysts for polyethylene terephthalate (PET) production.
211,,The instrumentation for the observation of the sun rays falling over it consisted of a meridian line designed by Ignazio Danti of Perugia.
212,,"It is this that made their relationship"" awkward"", Nicole tried to withdraw her declaration and hide her hurt feelings."
213,,"During the same period,"" Promiscuous"" (featuring Timbaland) was released for digital download in North America."
214,,"In contrast, many temples to the major Egyptian gods and deified pharaohs were built in Nubia."
215,,"The Patrick brothers, who controlled the league, offered to sell the remaining five teams for $ 300,000."
216,,"A deity carried out this punishment using its ba, the force that manifested the god's power in the human world."
217,,"Readers are shown the regime's downward spiral, Trujillo's assassination, and its aftermath through the eyes of insiders, conspirators, and a middle-aged woman looking back."
218,,"The species has a cosmopolitan distribution except for arctic, alpine and cold temperate regions; it is common in temperate and tropical regions of the world."
219,,"The theme remains an important element in literature and learning, in film, theater and the fine arts."
220,,"Robert acquired many books for his son, particularly on the subject of art history, with Wheeler loving to both read and paint."
221,,"But some writings do accuse the deities of causing human misery, while others give theodicies in the gods' defense."
222,,"Following her death early in his freshman year, Cullen contemplated returning to his Ontario home, but was convinced by his father to continue with both school and hockey."
223,,"Due to this, Jordan set records in player salary by signing annual contracts worth in excess of US $ 30 million per season."
224,,"The synagogue was officially consecrated on September 27, 1867, a ceremony attended by representatives of city and regional authorities, Zagreb public figures, and many citizens."
225,,"Although many deities were connected with the Nile, no god personified it in the way that Ra personified the sun."
226,,"Davies' loan was extended, while Brobbel and Whitehouse returned to their parent clubs."
227,,"Taking up his part-time professorship at the Institute of Archaeology, he began to lecture to students almost every day."
228,,"He recorded his first coaching victory for the Blue Jackets in his second game, a 4 – 3 win over the Phoenix Coyotes."
229,,"The battlecruiser Seydlitz struck a mine while en route to the target, and had to withdraw."
230,,"In 775 a text recorded the death of Lord Wak Chan K'ak', a prince who appears to have been the heir to the throne and who died before he could take power."
231,,"Congress followed Hamilton's recommendation only in part, authorizing a silver dollar, but no coin of that denomination in gold."
232,,"Anderson, who still had the workprint of his original cut, submitted the film, which was accepted and screened in the Un Certain Regard section at the 1996 Cannes Film Festival."
233,,"He also argues that the unspecified"" god"" in the wisdom texts is a generic term for whichever deity the reader chooses to revere."
234,,"Madero pushed aside Francisco Vázquez Gómez, the vice presidential candidate for the Anti-Reelectionist Party in 1910, as being too moderate."
235,,"The Asia Times quoted a former MP as saying that"" Anupong is seen as the real force behind the coup."
236,,"Jordan then dribbled down the court and paused, eyeing his defender, Jazz guard Bryon Russell."
237,,The Soviets sought to recruit Polish left-wing intellectuals who were willing to cooperate.
238,,"Feeling he had"" ostracized a bunch of fans"" with Physicist, Townsend felt he had the chance to make a more personal and honest record."
239,,"Nicole has been portrayed as a party girl, feisty and has had many boyfriends in a short space of time."
240,,The maximum lifespan is estimated to be 9 years for males and 13 years for females.
241,,"The deal sent Jakub Voracek, Columbus' first-round draft choice, the eighth overall, and their third-round pick in the 2011 Draft to the Philadelphia Flyers in exchange for Carter."
242,,"In different periods of Egyptian history, different gods were most frequently said to hold this exalted position."
243,,"The supporting cast includes Owen Wilson, Reese Witherspoon, Jena Malone, Martin Short, Benicio Del Toro, Katherine Waterston, Josh Brolin, Peter McRobbie, Michael K."
244,,"He missed the entire 1997 – 98 NHL season as he continued to battle the disease, while his teammates wore a uniform patch with his # 12 in support throughout the year."
245,,"The songs used in the film, and released on the original soundtrack are listed below."
246,,"The directive was to build a tower at a suitable location in the Vatican and equip it with the"" greatest and best instruments of the time""."
247,,Valkyria Chronicles 3 was adapted into a two-episode original video animation series in the same year of its release.
248,,"In 1987, the song won Best Single at the Brit Awards, and Best International Hit at the Ivor Novello Awards."
249,,"He himself escaped from prison and fled to Texas, from where he issued his famous Plan of San Luis Potosí."
250,,"Subsequently Zapata, for political and strategic reasons, decided to attack the city of Cuautla."
251,,"Throughout Columbia, Ulster and Rensselaer Counties, trees, tree limbs, and power lines were downed by the winds."
252,,"I thought he wanted to beat me up, but no — all he did was to put a coin in my hand and ask me to repeat the trick."
253,,A bulky neck brace allowed Cullen to return and play out his contract in Toronto.
254,,"The team then hosted Fleetwood Town, and the visitors won 2 – 0 with goals scored in each half by Gareth Evans and Jamille Matt."
255,,"Hornung concludes that the gods were fully unified only in myth, at the time before creation, after which the multitude of gods emerged from a uniform nonexistence."
256,,"Some among the Porfiristas in fact, expected that Zapata would soon march on Mexico City itself, unless peace was concluded with Madero."
257,,"Clarkson had also promoted Wrapped in Red in various televised performances, all of which she was dressed in red attire."
258,,The Type 1 issue had the smallest diameter of any United States coin ever minted.
259,,"A color traditionally associated with Christmas, she affiliated the color to various emotions in the holidays."
260,,"This marriage shifted possession of the islands to the British Empire, as part of Catherine's dowry to Charles."
261,,"Produced by Greg Kurstin, it is her first Christmas album and her first record to be solely released by RCA."
262,,A man in Milford was killed indirectly when a tree that was partially downed by the storm fell on him during an attempt to remove it from a relative's yard.
263,,"Accelerated Evolution, named for the pace of putting a new band together in under a year, was released a month after Strapping Young Lad."
264,,"Subsequently they became"" each other's support network"" and Lasance said it was not long afterward that they"" slipped between the sheets""."
265,,"Patterson retired that year after 16 years in his position, and under his successor, George N."
266,,"The image is highly damaged, particularly the lower half of Shiva seen seated with Parvati, who is shown with four arms, two of which are broken."
267,,"Flying schools are commercial businesses engaged in the training of pilots, both for recreational purposes and for those intending to fly professionally."
268,,Mahesh Bhatt's thriller Murder 2 was Fernandez's first commercial success and marker a turning point in her career.
269,,"The church was moved in two parts; when it was reconstructed, another section was added between them, increasing the building's seating capacity to 180."
270,,"Jordan also holds the top career regular season and playoff scoring averages of 30.1 and 33.4 points per game, respectively."
271,,"Thus Isis, as the mother and protector of Horus, was a great healer as well as the patroness of kings."
272,,"Though his regime was broadly nationalist, Daniel Chirot comments that he had"" no particular ideology"" and that his economic and social policies were basically progressive."
273,,He was on Stanley Cup championship teams twice in a playing career that lasted thirteen seasons; in January 1907 with the Kenora Thistles and 1908 with the Montreal Wanderers.
274,,"In contrast, during her studio time with Timbaland, she said she was"" in the VIP boys club of just letting go"" and being more impulsive."
275,,"During an interview, the development team said that the game had the capacity for downloadable content (DLC), but that no plans were finalized."
276,,The lower-grade ores are reduced in blast furnaces while the higher-grade ores are reduced in reverberatory furnaces.
277,,"Childe was also retiring from his position of director that year, and Wheeler involved himself in the arguments surrounding who should replace him."
278,,"These works were reprinted on underground presses, and those intended for public display were plastered to walls or painted on them as graffiti."
279,,"Rather than building a new church at the time, the parish elected to move the old one to the new site."
280,,"In addition, visitor facilities at the site have been upgraded (such as toilet facilities, railing construction, pathways, and a flight of steps from the jetty to the caves)."
281,,"Defender Keith Lowe, of Cheltenham, and goalkeeper Nick Pope, of Charlton Athletic, were signed on loan until January 2014."
282,,"In 2003,"" Silent Scream"" was covered by Children of Bodom for their album Hate Crew Deathroll in his UK version."
283,,"As a senior, he was selected to the McDonald's All-American Team after averaging a triple-double: 29.2 points, 11.6 rebounds, and 10.1 assists."
284,,"These practices may have been accompanied by necrophagy, shamanism, or magical practices, direct evidence for which does not survive."
285,,"Horthy felt that the element of surprise had been compromised, and therefore called off the operation."
286,,The Battle of Tellicherry was a naval action fought off the Indian port of Tellicherry between British and French warships on 18 November 1791 during the Third Anglo-Mysore War.
287,,"His people are to remain loyal to him all cost, and are periodically tested by public humiliation and censure even though acts of disloyalty were rare."
288,,"Concept work for Valkyria Chronicles III began after development finished on Valkyria Chronicles II in early 2010, with full development beginning shortly after this."
289,,"Those earnings were a record that remained unbroken for nineteen years, which is also the longest amount of time that a film has held the record."
290,,"In what is known as the"" Flu Game"", Jordan scored 38 points, including the game-deciding 3-pointer with 25 seconds remaining."
291,,"AoT said it was open to all possible options, and has taken no action to upgrade the problem."
292,,"Cullen announced his retirement on November 28, 1998, and accepted the Lightning offer to become an assistant coach."
293,,"Completing his tour with No. 79 Wing, Eaton was appointed Air Officer Commanding Southern Area, Melbourne, in January 1945."
294,,"The resulting culture was, however, different from the culture of interwar Poland for a number of reasons."
